03_COLUMN,JN_PARC_ENOTA,,3,ID_MODEL,VARCHAR2(10 CHAR),,,,N,40,,Identifikator model
03_COLUMN,JN_PARC_ENOTA,,4,DELEZ_POVRSINE,"NUMBER(8,4)",,,,N,22,,Delez povrsine
03_COLUMN,JN_PARC_ENOTA,,5,VREDNOST,"NUMBER(12,2)",,,,Y,22,,Vrednost
03_COLUMN,JN_PARC_ENOTA,,6,RAVEN,VARCHAR2(10 CHAR),,,,Y,40,,Raven
03_COLUMN,JN_PARC_ENOTA,,7,VPLIV,VARCHAR2(50 CHAR),,,,Y,200,,Vpliv
03_COLUMN,JN_PARC_ENOTA,,8,CONA_IME,VARCHAR2(250 CHAR),,,,Y,1000,,Cona Ime
03_COLUMN,JN_PARC_ENOTA,,9,JN_REV_NUM,"NUMBER(12,0)",,,,N,22,,Stevilka revizije spremembe
03_COLUMN,JN_PARC_ENOTA,,10,JN_REV_NUM_TO,"NUMBER(12,0)",,,,Y,22,,Jn rev num to
03_COLUMN,JN_PARC_ENOTA,,11,JN_REV_NUM_PREV,"NUMBER(12,0)",,,,Y,22,,Jn rev num prev
03_COLUMN,JN_PARC_ENOTA,,12,JN_STATUS,CHAR(1 BYTE),,,,Y,1,,Jn Status
03_COLUMN,JN_PARC_ENOTA,,13,FAKTOR_PO,"NUMBER(3,2)",,,,Y,22,,Faktor po
03_COLUMN,JN_PARC_ENOTA,,14,POSPLOSENA_VREDNOST,"NUMBER(12,0)",,,,Y,22,,Posplosena vrednost
03_COLUMN,JN_PARC_ENOTA,,15,PODATKI,VARCHAR2(4000 CHAR),,,,Y,4000,,Podatki
03_COLUMN,JN_PARC_ENOTA,,16,ERR_MSG,VARCHAR2(250 CHAR),,,,Y,1000,,Err msg
03_COLUMN,JN_PARC_ENOTA,,17,ID_MODEL_VER,"NUMBER(12,0)",,,,Y,22,,Identifikator model ver
04_CONSTRAINT,JN_PARC_ENOTA,JN_PARC_ENOTA_PK,1,ID_PARC_ENOTA,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PARC_ENOTA,JN_PARC_ENOTA_PK,2,JN_REV_NUM,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PARC_ENOTA,SYS_C00101528,,ID_PARC_ENOTA,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PARC_ENOTA,SYS_C00101529,,PC_MID,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PARC_ENOTA,SYS_C00101530,,ID_MODEL,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PARC_ENOTA,SYS_C00101531,,DELEZ_POVRSINE,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PARC_ENOTA,SYS_C00101532,,JN_REV_NUM,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
05_INDEX,JN_PARC_ENOTA,IDX_JN_PARC_ENOTA_LOOKUP,1,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,IDX_JN_PARC_ENOTA_LOOKUP,2,PC_MID,PC_MID,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,IDX_JN_PARC_ENOTA_LOOKUP,3,ID_MODEL,ID_MODEL,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,IDX_JN_PARC_ENOTA_LOOKUP,4,POSPLOSENA_VREDNOST,POSPLOSENA_VREDNOST,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PCMIDMODELREV_IX,1,PC_MID,PC_MID,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PCMIDMODELREV_IX,2,ID_MODEL,ID_MODEL,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PCMIDMODELREV_IX,3,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PCMIDMODELREV_IX,4,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PCMIDMODEL_IX,1,PC_MID,PC_MID,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PCMIDMODEL_IX,2,ID_MODEL,ID_MODEL,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PK_JNFT_IX,1,ID_PARC_ENOTA,ID_PARC_ENOTA,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PK_JNFT_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PK_JNFT_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PK_JNF_IX,1,ID_PARC_ENOTA,ID_PARC_ENOTA,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_PK_JNF_IX,2,JN_REV_NUM,JN_REV_NUM,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_REV_IDX,1,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_REV_IX,1,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,FUNCTION-BASED NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PARC_ENOTA,JN_PARC_ENOTA_REV_IX,2,SYS_NC00018$,SYS_NC00018$,,,,NONUNIQUE,FUNCTION-BASED NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
01_OBJECT,JN_PE_DST,,,,,,,,TABLE,VALID,2026-07-24 09:37:30,
02_TABLE,JN_PE_DST,,,,,,,,213204,74,2026-05-22 21:03:48,
03_COLUMN,JN_PE_DST,,1,ID_PE_DST,VARCHAR2(50 BYTE),,,,N,50,,Identifikator pe dst
03_COLUMN,JN_PE_DST,,2,ID_PE,VARCHAR2(25 BYTE),,,,N,25,,Id posebne enote
03_COLUMN,JN_PE_DST,,3,DST_SID,"NUMBER(12,0)",,,,N,22,,Identifikator dela stavbe
03_COLUMN,JN_PE_DST,,4,JN_REV_NUM,"NUMBER(12,0)",,,,N,22,,Stevilka revizije spremembe
03_COLUMN,JN_PE_DST,,5,JN_REV_NUM_TO,"NUMBER(12,0)",,,,Y,22,,Jn rev num to
03_COLUMN,JN_PE_DST,,6,JN_REV_NUM_PREV,"NUMBER(12,0)",,,,Y,22,,Jn rev num prev
03_COLUMN,JN_PE_DST,,7,JN_STATUS,CHAR(1 BYTE),,,,Y,1,,Jn Status
03_COLUMN,JN_PE_DST,,8,VREDNOST_DODATEK,"NUMBER(12,0)",,,,Y,22,,Vrednost dodatek
03_COLUMN,JN_PE_DST,,9,PODATKI,VARCHAR2(2000 BYTE),,,,Y,2000,,Podatki
03_COLUMN,JN_PE_DST,,10,DELITEV_MSG,VARCHAR2(2000 BYTE),,,,Y,2000,,Delitev msg
04_CONSTRAINT,JN_PE_DST,JN_PE_DST_PK,1,ID_PE_DST,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_DST,JN_PE_DST_PK,2,JN_REV_NUM,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_DST,SYS_C00101538,,ID_PE_DST,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_DST,SYS_C00101539,,ID_PE,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_DST,SYS_C00101540,,DST_SID,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_DST,SYS_C00101541,,JN_REV_NUM,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
05_INDEX,JN_PE_DST,JN_PE_DST_DSTSIDREV_IX,1,DST_SID,DST_SID,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_DSTSIDREV_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_DSTSIDREV_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_IDPEREV_IX,1,ID_PE,ID_PE,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_IDPEREV_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_IDPEREV_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_PK_JNFT_IX,1,ID_PE_DST,ID_PE_DST,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_PK_JNFT_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_PK_JNFT_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_PK_JNF_IX,1,ID_PE_DST,ID_PE_DST,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_PK_JNF_IX,2,JN_REV_NUM,JN_REV_NUM,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_REV_IDX,1,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_REV_IX,1,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,FUNCTION-BASED NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_DST,JN_PE_DST_REV_IX,2,SYS_NC00011$,SYS_NC00011$,,,,NONUNIQUE,FUNCTION-BASED NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
01_OBJECT,JN_PE_PARC,,,,,,,,TABLE,VALID,2026-07-24 09:37:30,
02_TABLE,JN_PE_PARC,,,,,,,,193584,73,2026-08-03 21:04:14,
03_COLUMN,JN_PE_PARC,,1,ID_PE_PARC,VARCHAR2(50 BYTE),,,,N,50,,Identifikator pe parc
03_COLUMN,JN_PE_PARC,,2,ID_PE,VARCHAR2(25 BYTE),,,,N,25,,Id posebne enote
03_COLUMN,JN_PE_PARC,,3,PC_MID,"NUMBER(12,0)",,,,N,22,,Identifikator parcele
03_COLUMN,JN_PE_PARC,,4,JN_REV_NUM,"NUMBER(12,0)",,,,N,22,,Stevilka revizije spremembe
03_COLUMN,JN_PE_PARC,,5,JN_REV_NUM_TO,"NUMBER(12,0)",,,,Y,22,,Jn rev num to
03_COLUMN,JN_PE_PARC,,6,JN_REV_NUM_PREV,"NUMBER(12,0)",,,,Y,22,,Jn rev num prev
03_COLUMN,JN_PE_PARC,,7,JN_STATUS,CHAR(1 BYTE),,,,Y,1,,Jn Status
03_COLUMN,JN_PE_PARC,,8,POVRSINA_PE,"NUMBER(10,2)",,,,Y,22,,Površina pe
03_COLUMN,JN_PE_PARC,,9,VIR_POVRSINA_PE,VARCHAR2(200 CHAR),,,,Y,800,,Vir Površina pe
03_COLUMN,JN_PE_PARC,,10,VREDNOST_DODATEK,"NUMBER(12,0)",,,,Y,22,,Vrednost dodatek
03_COLUMN,JN_PE_PARC,,11,POV_PARC_BREZ_ZPS,"NUMBER(15,2)",,,,Y,22,,Pov parc brez zps
03_COLUMN,JN_PE_PARC,,12,POV_PE_BREZ_ZPS,"NUMBER(10,2)",,,,Y,22,,Pov pe brez zps
03_COLUMN,JN_PE_PARC,,13,DELITEV_MSG,VARCHAR2(2000 BYTE),,,,Y,2000,,Delitev msg
03_COLUMN,JN_PE_PARC,,14,POVR_PARC_IZR,"NUMBER(15,2)",,,,Y,22,,Povr parc izr
04_CONSTRAINT,JN_PE_PARC,JN_PE_PARC_PK,1,ID_PE_PARC,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_PARC,JN_PE_PARC_PK,2,JN_REV_NUM,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_PARC,SYS_C00101543,,ID_PE_PARC,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_PARC,SYS_C00101544,,ID_PE,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_PARC,SYS_C00101545,,PC_MID,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_PE_PARC,SYS_C00101546,,JN_REV_NUM,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
05_INDEX,JN_PE_PARC,JN_PE_PARC_IDPEREV_IX,1,ID_PE,ID_PE,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_IDPEREV_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_IDPEREV_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_PCMID_JNFT_IX,1,PC_MID,PC_MID,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_PCMID_JNFT_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_PCMID_JNFT_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_PK_JNFT_IX,1,ID_PE_PARC,ID_PE_PARC,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_PK_JNFT_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_PK_JNFT_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_PK_JNF_IX,1,ID_PE_PARC,ID_PE_PARC,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_PK_JNF_IX,2,JN_REV_NUM,JN_REV_NUM,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_REV_IDX,1,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_REV_IX,1,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,FUNCTION-BASED NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_PE_PARC,JN_PE_PARC_REV_IX,2,SYS_NC00015$,SYS_NC00015$,,,,NONUNIQUE,FUNCTION-BASED NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
01_OBJECT,JN_POSEBNA_ENOTA,,,,,,,,TABLE,VALID,2026-07-24 09:37:21,
02_TABLE,JN_POSEBNA_ENOTA,,,,,,,,45445,877,2025-12-16 22:01:32,
03_COLUMN,JN_POSEBNA_ENOTA,,1,ID_PE,VARCHAR2(25 BYTE),,,,N,25,,Id posebne enote
03_COLUMN,JN_POSEBNA_ENOTA,,2,ID_PN,"NUMBER(8,0)",,,,N,22,,Identifikator pn
03_COLUMN,JN_POSEBNA_ENOTA,,3,NAZIV,VARCHAR2(250 CHAR),,,,Y,1000,,Naziv
03_COLUMN,JN_POSEBNA_ENOTA,,4,ID_MODEL,VARCHAR2(10 CHAR),,,,N,40,,Identifikator model
03_COLUMN,JN_POSEBNA_ENOTA,,5,VREDNOST,"NUMBER(12,2)",,,,N,22,,Vrednost
03_COLUMN,JN_POSEBNA_ENOTA,,6,JN_REV_NUM,"NUMBER(12,0)",,,,N,22,,Stevilka revizije spremembe
03_COLUMN,JN_POSEBNA_ENOTA,,7,JN_REV_NUM_TO,"NUMBER(12,0)",,,,Y,22,,Jn rev num to
03_COLUMN,JN_POSEBNA_ENOTA,,8,JN_REV_NUM_PREV,"NUMBER(12,0)",,,,Y,22,,Jn rev num prev
03_COLUMN,JN_POSEBNA_ENOTA,,9,JN_STATUS,CHAR(1 BYTE),,,,Y,1,,Jn Status
03_COLUMN,JN_POSEBNA_ENOTA,,10,RAVEN,VARCHAR2(10 CHAR),,,,Y,40,,Raven
03_COLUMN,JN_POSEBNA_ENOTA,,11,CENX,"NUMBER(28,9)",,,,Y,22,,Centroid x
03_COLUMN,JN_POSEBNA_ENOTA,,12,CENY,"NUMBER(28,9)",,,,Y,22,,Centroid y
03_COLUMN,JN_POSEBNA_ENOTA,,13,NASLOV,VARCHAR2(500 CHAR),,,,Y,2000,,Naslov
03_COLUMN,JN_POSEBNA_ENOTA,,14,POSPLOSENA_VREDNOST,"NUMBER(12,2)",,,,Y,22,,Posplosena vrednost
03_COLUMN,JN_POSEBNA_ENOTA,,15,PODATKI,VARCHAR2(4000 CHAR),,,,Y,4000,,Podatki
03_COLUMN,JN_POSEBNA_ENOTA,,16,OB_MID,"NUMBER(8,0)",,,,Y,22,,Identifikator zapisa obcine
03_COLUMN,JN_POSEBNA_ENOTA,,17,NASLOV_VROCANJA,VARCHAR2(500 CHAR),,,,Y,2000,,Naslov vrocanja
03_COLUMN,JN_POSEBNA_ENOTA,,18,TIP,VARCHAR2(10 CHAR),,,,Y,40,,Tip
03_COLUMN,JN_POSEBNA_ENOTA,,19,FAKTOR_PO,"NUMBER(10,6)",,,,Y,22,,Faktor po
03_COLUMN,JN_POSEBNA_ENOTA,,20,ID_DOKUMENT,"NUMBER(12,0)",,,,Y,22,,Identifikator dokument
03_COLUMN,JN_POSEBNA_ENOTA,,21,DELITEV_STATUS,VARCHAR2(10 BYTE),,,,Y,10,,Delitev Status
03_COLUMN,JN_POSEBNA_ENOTA,,22,DELITEV_MSG,VARCHAR2(2000 BYTE),,,,Y,2000,,Delitev msg
03_COLUMN,JN_POSEBNA_ENOTA,,23,DAT_PLOMBA,DATE,,,,Y,7,,Dat plomba
03_COLUMN,JN_POSEBNA_ENOTA,,24,PLOMBA_RAZLOG,VARCHAR2(500 CHAR),,,,Y,2000,,Plomba razlog
03_COLUMN,JN_POSEBNA_ENOTA,,25,ID_MODEL_VER,"NUMBER(12,0)",,,,Y,22,,Identifikator model ver
04_CONSTRAINT,JN_POSEBNA_ENOTA,JN_POSEBNA_ENOTA_PK,1,ID_PE,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_POSEBNA_ENOTA,JN_POSEBNA_ENOTA_PK,2,JN_REV_NUM,P,P,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_POSEBNA_ENOTA,SYS_C00101548,,ID_PE,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_POSEBNA_ENOTA,SYS_C00101549,,ID_PN,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_POSEBNA_ENOTA,SYS_C00101550,,ID_MODEL,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_POSEBNA_ENOTA,SYS_C00101551,,VREDNOST,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
04_CONSTRAINT,JN_POSEBNA_ENOTA,SYS_C00101552,,JN_REV_NUM,C,C,,,ENABLED,VALIDATED,,DEFERRABLE=NOT DEFERRABLE; DEFERRED=IMMEDIATE
05_INDEX,JN_POSEBNA_ENOTA,JN_POSEBNA_ENOTA_IDMODEL_IX,1,ID_PN,ID_PN,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_POSEBNA_ENOTA,JN_POSEBNA_ENOTA_IDMODEL_IX,2,ID_MODEL,ID_MODEL,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_POSEBNA_ENOTA,JN_POSEBNA_ENOTA_PK_JNFT_IX,1,ID_PE,ID_PE,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_POSEBNA_ENOTA,JN_POSEBNA_ENOTA_PK_JNFT_IX,2,JN_REV_NUM,JN_REV_NUM,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_POSEBNA_ENOTA,JN_POSEBNA_ENOTA_PK_JNFT_IX,3,JN_REV_NUM_TO,JN_REV_NUM_TO,,,,NONUNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_POSEBNA_ENOTA,JN_POSEBNA_ENOTA_PK_JNF_IX,1,ID_PE,ID_PE,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
05_INDEX,JN_POSEBNA_ENOTA,JN_POSEBNA_ENOTA_PK_JNF_IX,2,JN_REV_NUM,JN_REV_NUM,,,,UNIQUE,NORMAL,ASC,STATUS=VALID; PARTITIONED=NO; COMPRESSION=DISABLED
01_OBJECT,JN_PROSTOR,,,,,,,,TABLE,VALID,2026-07-24 09:37:31,
02_TABLE,JN_PROSTOR,,,,,,,,4739443,27,2025-05-15 23:21:35,
03_COLUMN,JN_PROSTOR,,1,PRO_ID,"NUMBER(12,0)",,,,N,22,,Pro Identifikator
03_COLUMN,JN_PROSTOR,,2,DST_SID,"NUMBER(12,0)",,,,N,22,,Identifikator dela stavbe
03_COLUMN,JN_PROSTOR,,3,ID_DR_PROS,"NUMBER(12,0)",,,,Y,22,,Identifikator dr pros
03_COLUMN,JN_PROSTOR,,4,POVRSINA,"NUMBER(9,2)",,,,Y,22,,Površina
03_COLUMN,JN_PROSTOR,,5,JN_REV_NUM,"NUMBER(12,0)",,,,N,22,,Stevilka revizije spremembe
03_COLUMN,JN_PROSTOR,,6,JN_REV_NUM_TO,"NUMBER(12,0)",,,,Y,22,,Jn rev num to
03_COLUMN,JN_PROSTOR,,7,JN_REV_NUM_PREV,"NUMBER(12,0)",,,,Y,22,,Jn rev num prev
03_COLUMN,JN_PROSTOR,,8,JN_STATUS,CHAR(1 BYTE),,,,Y,1,,Jn Status
03_COLUMN,JN_PROSTOR,,9,EID,"NUMBER(20,0)",,,,Y,22,,Eid
