fid,koda_obm,nv_status,ime_obm,nv_kratka_oznaka,nv_zvrsti,nv_pomen,nv_rezim_vstop,nv_koord_e,nv_koord_n,geometry
ZOS_NV_PNT_JAME.17393,51601,,Lanišče 2,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,512004,36550,POINT (512004 36550)
ZOS_NV_PNT_JAME.17395,51603,,Odvodnica,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,505088,44867,POINT (505088.215 44867.3236999996)
ZOS_NV_PNT_JAME.17399,51607,,Srnice 2,Brezno,geomorfp,državni,3,507708,45735,POINT (507708.2582 45735.2444000002)
ZOS_NV_PNT_JAME.17402,51610,,Udor na Preži,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,494699,60964,POINT (494699 60964)
ZOS_NV_PNT_JAME.17403,51611,,Udor pri Grintovcu,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,491712,60637,POINT (491712.2917 60636.6664000005)
ZOS_NV_PNT_JAME.17405,51613,,Zjot 1 na Preži,Brezno,geomorfp,državni,3,494446,61381,POINT (494446 61381)
ZOS_NV_PNT_JAME.17406,51614,,Zjot 2 na Preži,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,494455,61405,POINT (494455 61405)
ZOS_NV_PNT_JAME.13571,47779,,Lp 6 (Lipica),Brezno,geomorfp,državni,3,411248,60887,POINT (411247.6033 60886.5999999996)
ZOS_NV_PNT_JAME.13576,47784,,Ob 33 (Obrov),Brezno,geomorfp,državni,3,427608,43236,POINT (427607.5969 43236.2525999993)
ZOS_NV_PNT_JAME.13578,47786,,Ob 35 (Obrov),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,427348,43266,POINT (427347.5932 43266.2554000001)
ZOS_NV_PNT_JAME.13579,47787,,Ob 54 (Obrov),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,424758,43856,POINT (424757.5626 43856.2862)
ZOS_NV_PNT_JAME.13583,47791,,Or 1 (Orlek),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,411068,62217,POINT (411067.6069 62216.6186999995)
ZOS_NV_PNT_JAME.13584,47792,,Tr 1 (Trebče),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,410558,60377,POINT (410557.5883 60376.6050000004)
ZOS_NV_PNT_JAME.11165,45373,,Ovčarjeva jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,398292,73622,POINT (398292.4267 73622.0621000007)
ZOS_NV_PNT_JAME.11166,45374,,Pečinca pri Ovčarjevi jami,Vodoravna jama,geomorfp,državni,3,398282,73602,POINT (398282.4259 73602.0617999993)
ZOS_NV_PNT_JAME.11168,45376,,Volčjigrajska Globonica,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,401848,74377,POINT (401847.5297 74377.0008000005)
ZOS_NV_PNT_JAME.11173,45381,,Pečina na Gradinah,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,407793,74032,POINT (407792.6837 74031.8673)
ZOS_NV_PNT_JAME.11176,45384,,Smodinkna pečina,Poševno ali stopnjasto brezno,geomorfp,državni,3,398622,72822,POINT (398622.4157 72822.0368000008)
ZOS_NV_PNT_JAME.11177,45385,,Brezno 1 v Črliških dolinah,Poševno ali stopnjasto brezno,geomorfp,državni,3,420898,59626,POINT (420897.7044 59626.4338000007)
ZOS_NV_PNT_JAME.11179,45387,,Kaverna 2 pri Zetovi jami,Brezno,geomorfp,državni,3,398977,72897,POINT (398977.426 72897.0307)
ZOS_NV_PNT_JAME.11180,45388,,Štehanova jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,398842,72667,POINT (398842.4188 72667.0277999993)
ZOS_NV_PNT_JAME.11182,45390,,Brezno v Sekijevcih,Brezno,geomorfp,državni,3,401417,70717,POINT (401417.4541 70716.9186000004)
ZOS_NV_PNT_JAME.11184,45392,,Pahorjeva jama,Brezno,geomorfp,državni,3,401162,71137,POINT (401162.4543 71136.9353999998)
ZOS_NV_PNT_JAME.11187,45395,,Lenjajev bezen,Poševno ali stopnjasto brezno,geomorfp,državni,3,405473,73382,POINT (405472.6065 73381.9004999995)
ZOS_NV_PNT_JAME.11189,45397,,Faknov bezen,Brezno,geomorfp,državni,3,405164,72906,POINT (405163.5899 72905.8938999996)
ZOS_NV_PNT_JAME.11191,45399,,Jama na Šumki,Vodoravna jama,geomorfp,državni,3,404298,79427,POINT (404297.6837 79427.0625999998)
ZOS_NV_PNT_JAME.11192,45400,,Jama nad Mačinovimi smrekami,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,423113,47146,POINT (423112.5868 47146.3189000003)
ZOS_NV_PNT_JAME.11195,45403,,Brezno JV od Kačič,Brezno,geomorfp,državni,3,420088,55966,POINT (420087.66 55966.4350000005)
ZOS_NV_PNT_JAME.11197,45405,,Jama na Hribu,Poševno ali stopnjasto brezno,geomorfp,državni,3,413367,46170,POINT (413367 46170)
ZOS_NV_PNT_JAME.11199,45407,,Č-5 (Črnotiče),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,414555,44529,POINT (414555 44529)
ZOS_NV_PNT_JAME.11202,45410,,Dovčeva jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,418483,51306,POINT (418482.5866 51306.3997000009)
ZOS_NV_PNT_JAME.11204,45412,,Pečina pri transformatorju,Vodoravna jama,geomorfp,državni,3,417568,52646,POINT (417567.5946 52646.4203999992)
ZOS_NV_PNT_JAME.11210,45418,,R-1 (Rakitovec),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,418882,35886,POINT (418882.4173 35886.3284000009)
ZOS_NV_PNT_JAME.12479,46687,,Jama pod Starim Gradom,Brezno,geomorfp,državni,3,475315,82566,POINT (475315 82566)
ZOS_NV_PNT_JAME.12481,46689,,Jama pri Jurjevi parceli,Brezno,geomorfp,državni,3,479729,79586,POINT (479728.6656 79585.6862000003)
ZOS_NV_PNT_JAME.12482,46690,,Gorjupova jama pri Hočevju,Brezno,geomorfp,državni,3,481423,80667,POINT (481423 80667)
ZOS_NV_PNT_JAME.12485,46693,,Matkovo brezno nad DVZ,Brezno,geomorfp,državni,3,472229,79586,POINT (472228.6289 79585.9180999994)
ZOS_NV_PNT_JAME.12487,46695,,Prelesnikova jama 3 na Videmskem hribu,Brezno,geomorfp,državni,3,474629,78386,POINT (474628.6013 78385.8322999999)
ZOS_NV_PNT_JAME.12488,46696,,Brezno 1 pri Vrhuščku,Brezno,geomorfp,državni,3,475429,76486,POINT (475428.5749 76485.7961999997)
ZOS_NV_PNT_JAME.12489,46697,,Brezno 2 pri Vrhuščku,Brezno,geomorfp,državni,3,475479,76186,POINT (475478.5634 76185.7962999996)
ZOS_NV_PNT_JAME.12492,46700,,Lcinovo brezno pri Tisovcu,Brezno,geomorfp,državni,3,481871,74064,POINT (481871 74064)
ZOS_NV_PNT_JAME.12493,46701,,Rihtarjeva jama 1 nad Bruhanjo vasjo,Brezno,geomorfp,državni,3,479229,76836,POINT (479228.604 76835.6879999992)
ZOS_NV_PNT_JAME.12494,46702,,Rihtarjeva jama 2 nad Bruhanjo vasjo,Brezno,geomorfp,državni,3,479229,76936,POINT (479228.6079 76935.6875999998)
ZOS_NV_PNT_JAME.12495,46703,,Malo brezno nad Janezkovo jamo pri cesti,Brezno,geomorfp,državni,3,474479,82186,POINT (474478.6427 82185.8828999996)
ZOS_NV_PNT_JAME.12496,46704,,Brezno v vrtači nad Osekovo jamo pri Predstrugah,Brezno,geomorfp,državni,3,475334,81106,POINT (475334 81106)
ZOS_NV_PNT_JAME.12498,46706,,Brezno v Rbanovem kotu pri Tisovcu,Brezno,geomorfp,državni,3,481263,75450,POINT (481263 75450)
ZOS_NV_PNT_JAME.12499,46707,,Brezno na Vičevki pri Hočevju,Brezno,geomorfp,državni,3,479969,81184,POINT (479969 81184)
ZOS_NV_PNT_JAME.12500,46708,,Lazarjeva jama 2,Poševno ali stopnjasto brezno,geomorfp,državni,3,479483,80653,POINT (479483 80653)
ZOS_NV_PNT_JAME.10193,44401,,Na oknu,"Spodmol, kevdrc",geomorfp,državni,3,420528,76637,POINT (420527.9373 76636.6136000007)
ZOS_NV_PNT_JAME.10195,44403,,Jama za Gradiščem,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,420128,77567,POINT (420127.9552 77566.6470999997)
ZOS_NV_PNT_JAME.10196,44404,,Križka jama,Vodoravna jama,geomorfp,državni,3,419578,78347,POINT (419577.9573 78346.6685000006)
ZOS_NV_PNT_JAME.10201,44409,,Jama pod Furlanovo hišo,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,404628,75887,POINT (404627.6277 75886.9735000003)
ZOS_NV_PNT_JAME.10203,44411,,Vrženca,Poševno ali stopnjasto brezno,geomorfp,državni,3,417855,42568,POINT (417855 42568)
ZOS_NV_PNT_JAME.10207,44415,,Mala Šprinčnica,Vodoravna jama,geomorfp,državni,3,415818,61437,POINT (415817.6731 61436.5387999993)
ZOS_NV_PNT_JAME.10208,44416,,Spodmol v Osojnici,"Spodmol, kevdrc",geomorfp,državni,3,416458,61117,POINT (416457.6782 61116.5263999999)
ZOS_NV_PNT_JAME.10211,44419,,Habjanova jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,432132,87697,POINT (432132 87697)
ZOS_NV_PNT_JAME.10214,44422,,Brezno nad Dražico,Brezno,geomorfp,državni,3,452447,86384,POINT (452447 86384)
ZOS_NV_PNT_JAME.10217,44425,,Žegnana jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,477569,81099,POINT (477569 81099)
ZOS_NV_PNT_JAME.11464,45672,,Brezno 1 pod Gornjimi Lazi,Poševno ali stopnjasto brezno,geomorfp,državni,3,511684,62085,POINT (511684 62085)
ZOS_NV_PNT_JAME.11465,45673,,Brezno 2 pod Gornjimi Lazi,Brezno,geomorfp,državni,3,511594,62119,POINT (511594 62119)
ZOS_NV_PNT_JAME.11467,45675,,Skedenj,Vodoravna jama,geomorfp,državni,3,502420,66710,POINT (502420 66710)
ZOS_NV_PNT_JAME.11468,45676,,Jama pod Kunkelnom,Brezno,geomorfp,državni,3,499659,84305,POINT (499658.987 84305.3012000006)
ZOS_NV_PNT_JAME.11470,45678,,Breznič,Brezno,geomorfp,državni,3,428864,78872,POINT (428864 78872)
ZOS_NV_PNT_JAME.11472,45680,,Brinska jama 1 v smrekah,Poševno ali stopnjasto brezno,geomorfp,državni,3,473029,81686,POINT (473028.6467 81685.9197000004)
ZOS_NV_PNT_JAME.11473,45681,,Brinska jama 2 pri krmišču,Brezno,geomorfp,državni,3,473029,81786,POINT (473028.6478 81785.9210999999)
ZOS_NV_PNT_JAME.11474,45682,,Oblakova jama Pri Ponikvah,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,473229,81936,POINT (473228.6481 81935.9167999998)
ZOS_NV_PNT_JAME.11476,45684,,Lukatova jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,477629,80636,POINT (477628.6467 80635.7657999992)
ZOS_NV_PNT_JAME.11479,45687,,Lisična pri Predstrugah,Vodoravna jama,geomorfp,državni,3,475229,80436,POINT (475228.6186 80435.8395000007)
ZOS_NV_PNT_JAME.11481,45689,,Strahova jama nad Cesto,Brezno,geomorfp,državni,3,475584,81894,POINT (475584 81894)
ZOS_NV_PNT_JAME.11482,45690,,Jama 1 pri Jauhah,Poševno ali stopnjasto brezno,geomorfp,državni,3,480628,78376,POINT (480628 78376)
ZOS_NV_PNT_JAME.11483,45691,,Jama 2 pri Jauhah,Brezno,geomorfp,državni,3,480533,78299,POINT (480533 78299)
ZOS_NV_PNT_JAME.11484,45692,,Jama 3 pri Jauhah,Poševno ali stopnjasto brezno,geomorfp,državni,3,480267,78128,POINT (480267 78128)
ZOS_NV_PNT_JAME.11488,45696,,Brezno ob novi gozdni cesti,Poševno ali stopnjasto brezno,geomorfp,državni,3,478178,73836,POINT (478178.4836 73835.7324999999)
ZOS_NV_PNT_JAME.11491,45699,,Jama 2 v Starih Dolah,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,478437,79773,POINT (478437 79773)
ZOS_NV_PNT_JAME.11492,45700,,Brezno pri Hribu,Brezno,geomorfp,državni,3,479129,81536,POINT (479128.6816 81535.7381999996)
ZOS_NV_PNT_JAME.11493,45701,,O 1 (Kanin),"Spodmol, kevdrc",geomorfp,državni,3,382082,135652,POINT (382082 135652)
ZOS_NV_PNT_JAME.11498,45706,,Čo meander,Poševno ali stopnjasto brezno,geomorfp,državni,3,382034,135525,POINT (382034.4748 135524.5349)
ZOS_NV_PNT_JAME.11499,45707,,O 7 (Kanin),Brezno,geomorfp,državni,3,382053,135534,POINT (382053.4749 135533.5353)
ZOS_NV_PNT_JAME.11500,45708,,O 8 (Kanin),"Poševno ali stopnjasto brezno, Brezno s snegom",geomorfp,državni,3,382059,135589,POINT (382059 135589)
ZOS_NV_PNT_JAME.11502,45710,,O 10 (Kanin),Brezno,geomorfp,državni,3,382104,135591,POINT (382104 135591)
ZOS_NV_PNT_JAME.11507,45715,,O 37 (Kanin),"Poševno ali stopnjasto brezno, Brezno s snegom",geomorfp,državni,3,382048,135699,POINT (382048.4744 135698.5375)
ZOS_NV_PNT_JAME.11510,45718,,Brezno pod daljnovodom,Brezno,geomorfp,državni,3,445028,53546,POINT (445028.1061 53546.1357000005)
ZOS_NV_PNT_JAME.11513,45721,,Brezno 1 ob Stranski cesti,Poševno ali stopnjasto brezno,geomorfp,državni,3,428228,76407,POINT (428228.0867 76406.5408999994)
ZOS_NV_PNT_JAME.11514,45722,,Brezno 2 ob Stranski cesti,Poševno ali stopnjasto brezno,geomorfp,državni,3,428468,75457,POINT (428468.0718 75456.5195000004)
ZOS_NV_PNT_JAME.14496,48704,,Kratka jama 4,Vodoravna jama,geomorfp,državni,3,513413,141932,POINT (513412.74 141931.6316)
ZOS_NV_PNT_JAME.14497,48705,,Kratka jama 5,Brezno,geomorfp,državni,3,513351,141973,POINT (513350.7412 141972.634199999)
ZOS_NV_PNT_JAME.14498,48706,,Kratka jama 6,"Spodmol, kevdrc",geomorfp,državni,3,513349,141986,POINT (513348.7417 141985.634500001)
ZOS_NV_PNT_JAME.14500,48708,,Brezno na Hribri,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,474533,133788,POINT (474532.9813 133787.531500001)
ZOS_NV_PNT_JAME.14502,48710,,Stari Grad 2,"Spodmol, kevdrc",geomorfp,državni,3,551173,128214,POINT (551172.5051 128214.4506)
ZOS_NV_PNT_JAME.14503,48711,,Tinetova jama,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,512276,142322,POINT (512275.7492 142321.672700001)
ZOS_NV_PNT_JAME.14505,48713,,Velikonočno brezno,Brezno,geomorfp,državni,3,535189,74123,POINT (535189.0866 74122.7509000003)
ZOS_NV_PNT_JAME.14506,48714,,Trlice 3,Brezno,geomorfp,državni,3,535061,74315,POINT (535061 74315)
ZOS_NV_PNT_JAME.14507,48715,,Jama nad Jurijevim rovom,Vodoravna jama,geomorfp,državni,3,443368,141541,POINT (443367.8549 141541.4154)
ZOS_NV_PNT_JAME.14511,48719,,Skok 3,Brezno,geomorfp,državni,3,437879,126567,POINT (437879.2947 126567.356899999)
ZOS_NV_PNT_JAME.14512,48720,,Skok 4,Brezno,geomorfp,državni,3,437729,126717,POINT (437729.2936 126717.3619)
ZOS_NV_PNT_JAME.14514,48722,,Poka nad Koriti,Brezno,geomorfp,državni,3,442564,92937,POINT (442563.6866 92936.7338999994)
ZOS_NV_PNT_JAME.14517,48725,,Ulčarjevo brezno,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,486234,74170,POINT (486233.5738 74170.4790000003)
ZOS_NV_PNT_JAME.14519,48727,,Sifona,Jama občasni izvir,geomorfp,državni,3,423506,139801,POINT (423506.3376 139800.931299999)
ZOS_NV_PNT_JAME.14520,48728,,DG 69,"Spodmol, kevdrc",geomorfp,državni,3,442048,82027,POINT (442048.4556 82026.5601000004)
ZOS_NV_PNT_JAME.14522,48730,,Jama na Guri,Brezno,geomorfp,državni,3,415807,62501,POINT (415806.6805 62500.5505999997)
ZOS_NV_PNT_JAME.14527,48735,,Jama Smetišče,Brezno,geomorfp,državni,3,425560,144443,POINT (425560 144443)
ZOS_NV_PNT_JAME.14529,48737,,Jama 2 v Kovačevem strženu,Brezno,geomorfp,državni,3,432808,40626,POINT (432807.6521 40626.1736999992)
ZOS_NV_PNT_JAME.14531,48739,,Jama Ajka,"Spodmol, kevdrc",geomorfp,državni,3,489725,67001,POINT (489725.4439 67001.4291999992)
ZOS_NV_PNT_JAME.14533,48741,,Anžetovo brezno,Brezno,geomorfp,državni,3,489343,53963,POINT (489343 53963)
ZOS_NV_PNT_JAME.14535,48743,,Pod Kapetanjko 5,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,506328,45071,POINT (506328 45071)
ZOS_NV_PNT_JAME.14538,48746,,Brezno pri križišču,Brezno,geomorfp,državni,3,514294,62537,POINT (514293.5355 62537.0808000006)
ZOS_NV_PNT_JAME.14541,48749,,Izgubljeno brezno,Poševno ali stopnjasto brezno,geomorfp,državni,3,513597,63188,POINT (513596.5349 63188.0800999999)
ZOS_NV_PNT_JAME.14547,48755,,Francetova jama v Pačkih steljnikih,"Spodmol, kevdrc",geomorfp,državni,3,514839,51931,POINT (514839 51931)
ZOS_NV_PNT_JAME.14549,48757,,Brezno nad Antičevim senikom,Brezno,geomorfp,državni,3,508277,41427,POINT (508277 41427)
ZOS_NV_PNT_JAME.14551,48759,,Undarjev hram,"Spodmol, kevdrc",geomorfp,državni,3,507037,39401,POINT (507037.204 39401.1758999992)
ZOS_NV_PNT_JAME.14552,48760,,Prepadna ob prečni poti,Brezno,geomorfp,državni,3,507008,39513,POINT (507008 39513)
ZOS_NV_PNT_JAME.14554,48762,,Jama v mirnski debri,Jama občasni izvir,geomorfp,državni,3,517775,94074,POINT (517775 94074)
ZOS_NV_PNT_JAME.14555,48763,,Brezno nad obračališčem,Brezno,geomorfp,državni,3,513325,62834,POINT (513325 62834)
ZOS_NV_PNT_JAME.14558,48766,,Pzno,Brezno,geomorfp,državni,3,453016,50473,POINT (453016.1716 50472.9136999995)
ZOS_NV_PNT_JAME.14561,48769,,Lepa Brena,Brezno,geomorfp,državni,3,444326,74386,POINT (444326 74386)
ZOS_NV_PNT_JAME.14565,48773,,5R1 (Rombon),Brezno s snegom,geomorfp,državni,3,386002,136681,POINT (386002.4749 136680.5539)
ZOS_NV_PNT_JAME.14566,48774,,6R1 (Rombon),Brezno s snegom,geomorfp,državni,3,386151,136761,POINT (386151.4745 136760.5547)
ZOS_NV_PNT_JAME.14567,48775,,7R1 (Rombon),Brezno,geomorfp,državni,3,386208,136746,POINT (386208.4748 136745.5549)
ZOS_NV_PNT_JAME.14572,48780,,12R1 (Rombon),Brezno,geomorfp,državni,3,386137,136783,POINT (386137.4743 136782.5547)
ZOS_NV_PNT_JAME.14573,48781,,13R1 (Rombon),Brezno,geomorfp,državni,3,386142,136832,POINT (386142.4738 136831.5549)
ZOS_NV_PNT_JAME.14574,48782,,14R1 (Rombon),Brezno,geomorfp,državni,3,386175,136824,POINT (386175.474 136823.555)
ZOS_NV_PNT_JAME.13587,47795,,Brezno pri lovski koči,Brezno,geomorfp,državni,3,533381,75569,POINT (533381 75569)
ZOS_NV_PNT_JAME.13589,47797,,Čestitke,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,532673,74959,POINT (532673 74959)
ZOS_NV_PNT_JAME.13590,47798,,Jama Škale,"Spodmol, kevdrc",geomorfp,državni,3,516559,110258,POINT (516559 110258)
ZOS_NV_PNT_JAME.13592,47800,,Punčohova jama,Jama občasni ponor,geomorfp,državni,3,496490,125936,POINT (496490.0961 125935.7301)
ZOS_NV_PNT_JAME.13594,47802,,Jama pri Vodostečni,Vodoravna jama,geomorfp,državni,3,507395,128936,POINT (507395 128936)
ZOS_NV_PNT_JAME.13595,47803,,Kravja zijalka,Brezno s stalnim ledom,geomorfp,državni,3,481790,142297,POINT (481790.2883 142296.5287)
ZOS_NV_PNT_JAME.13597,47805,,Polhov meander,Vodoravna jama,geomorfp,državni,3,448094,89607,POINT (448093.6806 89606.6198999994)
ZOS_NV_PNT_JAME.13600,47808,,Jama v Veliki jami,"Spodmol, kevdrc",geomorfp,državni,3,442989,86487,POINT (442988.5319 86486.6827000007)
ZOS_NV_PNT_JAME.13602,47810,,Cefizlova jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,409529,129460,POINT (409528.6619 129460.01)
ZOS_NV_PNT_JAME.13604,47812,,Sm 1,Poševno ali stopnjasto brezno,geomorfp,državni,3,412978,61817,POINT (412977.6392 61816.5828000009)
ZOS_NV_PNT_JAME.13605,47813,,S 15 (Socerb),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,411620,51570,POINT (411620 51570)
ZOS_NV_PNT_JAME.13609,47817,,Gr 2 (Gropada),Brezno,geomorfp,državni,3,411608,60127,POINT (411607.6059 60126.5850000009)
ZOS_NV_PNT_JAME.13612,47820,,Gr 5 (Gropada),Brezno,geomorfp,državni,3,411528,59537,POINT (411527.6014 59536.5792999994)
ZOS_NV_PNT_JAME.13615,47823,,Tr 3 (Trebče),Brezno,geomorfp,državni,3,412018,61327,POINT (412017.6195 61326.5925999992)
ZOS_NV_PNT_JAME.13616,47824,,Gr 8 (Gropada),"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,411834,59484,POINT (411834 59484)
ZOS_NV_PNT_JAME.13618,47826,,Zg 1 (Zagon),"Spodmol, kevdrc",geomorfp,državni,3,436008,73886,POINT (436008.2653 73886.4597999994)
ZOS_NV_PNT_JAME.13619,47827,,Sl 1 (Slavnik),Brezno,geomorfp,državni,3,420258,45146,POINT (420257.5265 45146.3409000002)
ZOS_NV_PNT_JAME.13622,47830,,Jama nad Drnulco,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,443786,87450,POINT (443786 87450)
ZOS_NV_PNT_JAME.13623,47831,,Razpoka nad Drnulco,"Spodmol, kevdrc",geomorfp,državni,3,443629,87297,POINT (443628.5593 87296.6860000007)
ZOS_NV_PNT_JAME.13627,47835,,JPGK 3,Brezno,geomorfp,državni,3,476904,133231,POINT (476903.9862 133231.4421)
ZOS_NV_PNT_JAME.13629,47837,,Srketova jama,Poševno ali stopnjasto brezno,geomorfp,državni,3,441903,83332,POINT (441903.4698 83331.6067999993)
ZOS_NV_PNT_JAME.13631,47839,,Trgocev,Brezno,geomorfp,državni,3,440929,86607,POINT (440928.4977 86606.7339999992)
ZOS_NV_PNT_JAME.13634,47842,,Dvojno Pircovo brezno,Brezno,geomorfp,državni,3,425808,90667,POINT (425808.4403 90666.9207000006)
ZOS_NV_PNT_JAME.13637,47845,,Kozje stene 1,Brezno s snegom,geomorfp,državni,3,415828,90877,POINT (415828.1105 90876.9558000006)
ZOS_NV_PNT_JAME.13638,47846,,Kozje stene 2,Brezno,geomorfp,državni,3,415798,90907,POINT (415798.1103 90906.9568000007)
ZOS_NV_PNT_JAME.13642,47850,,Davorjeva jama,Brezno,geomorfp,državni,3,421928,49621,POINT (421927.5973 49621.3579999991)
ZOS_NV_PNT_JAME.13644,47852,,Brezno na Štrpedu 2,Brezno,geomorfp,državni,3,420378,47486,POINT (420378 47486)
ZOS_NV_PNT_JAME.13648,47856,,H 13 (Kanin),Brezno s snegom,geomorfp,državni,3,382738,136266,POINT (382738.4707 136265.5416)
ZOS_NV_PNT_JAME.13652,47860,,Izvir pri Gotenici,Jama občasni izvir,geomorfp,državni,3,480049,53447,POINT (480049 53447)
ZOS_NV_PNT_JAME.13653,47861,,Franclnova konta,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,430285,131124,POINT (430285 131124)
ZOS_NV_PNT_JAME.13654,47862,,Grčmanova zidanca,"Spodmol, kevdrc",geomorfp,državni,3,483028,53161,POINT (483028.0366 53160.7568999995)
ZOS_NV_PNT_JAME.14916,49124,,M-2 (Jelovica),Brezno,geomorfp,državni,3,438019,126252,POINT (438019.2902 126252.350299999)
ZOS_NV_PNT_JAME.14918,49126,,Mihova gora,Brezno,geomorfp,državni,3,438219,126445,POINT (438219.3037 126445.3477)
ZOS_NV_PNT_JAME.14922,49130,,Lisičja jama,Brezno,geomorfp,državni,3,439519,128467,POINT (439519.4155 128467.339299999)
ZOS_NV_PNT_JAME.14923,49131,,P-17 (Brezovica),Brezno,geomorfp,državni,3,439479,128552,POINT (439479.4167 128552.341)
ZOS_NV_PNT_JAME.14926,49134,,Brezno pod Partizansko bolnico 1,"Jama z breznom in etažami, poševna jama",geomorfp,državni,3,504954,60188,POINT (504954.3581 60188.3508000001)
ZOS_NV_PNT_JAME.12503,46711,,Videmska jama nad Malo vasjo,Brezno,geomorfp,državni,3,479147,79998,POINT (479147 79998)
ZOS_NV_PNT_JAME.12506,46714,,Mihatovo brezno,Brezno,geomorfp,državni,3,479779,78886,POINT (479778.6618 78885.6753000002)
ZOS_NV_PNT_JAME.12507,46715,,Jama 5 pri Jauhah,Poševno ali stopnjasto brezno,geomorfp,državni,3,481562,77744,POINT (481562 77744)
ZOS_NV_PNT_JAME.12510,46718,,Hladilnik,Vodoravna jama,geomorfp,državni,3,457477,50475,POINT (457477 50475)
ZOS_NV_PNT_JAME.12511,46719,,Dvižno brezno,"Spodmol, kevdrc",geomorfp,državni,3,443518,75571,POINT (443518.4055 75571.3214999996)
ZOS_NV_PNT_JAME.12515,46723,,Brezno pod Tjuro,Brezno,geomorfp,državni,3,457843,51566,POINT (457843.1926 51565.8845000006)
ZOS_NV_PNT_JAME.12516,46724,,Mokro brezno,Brezno,geomorfp,državni,3,457548,51196,POINT (457548.1907 51195.8841999993)
ZOS_NV_PNT_JAME.12518,46726,,Brezno v prepadu,Brezno s stalnim ledom,geomorfp,državni,3,457477,50386,POINT (457477 50386)
